3232238088,9217,3156910819,80,6,0,1,6,6,6,0,0,0,0,1,0,0
3232238088,9225,3459687218,80,6,0,2,6,6,6,0,0,0,0,1,0,0
2899905160,443,3232238097,45469,6,0,2,0,0,0,0,0,0,0,1,0,0
3232238083,389,3232238130,42518,6,0,2,0,6,4.5,1,0,0,0,1,0,0
3232238130,42518,3232238083,389,6,0,3,0,57,42.75,0,1,0,0,1,0,0
1937760819,443,3232238097,42746,6,0,2,0,0,0,0,0,0,0,1,0,0
1937760819,443,3232238097,42744,6,0,2,0,0,0,0,0,0,0,1,0,0
3344972038,443,3232238088,9231,6,0,2,6,31,22.66666667,0,1,0,0,1,0,0
3512060315,443,3232238097,47763,6,0,1,0,0,0,0,0,0,0,1,1,0
389323547,80,3232238097,35068,6,0,1,0,0,0,0,0,0,0,1,1,0
1745880067,80,3232238088,9237,6,0,1,6,6,6,0,0,0,0,1,1,0
2886729729,57924,3232238130,1914,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,49082,3232238130,49159,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,45716,3232238130,1131,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,34816,3232238130,1218,6,0,1,0,6,2,0,0,0,1,0,0,1
520963876,80,3232238088,9219,6,0,1,6,6,6,0,0,0,0,1,1,0
3232238083,389,3232238130,42518,6,0,2,6,6,6,1,0,0,0,0,0,0
1745880067,80,3232238088,9235,6,0,1,6,6,6,0,0,0,0,1,1,0
1209359133,80,3232238088,9248,6,0,1,6,6,6,0,0,0,0,1,1,0
2899904238,80,3232238088,9224,6,0,1,6,6,6,0,0,0,0,1,1,0
2194873574,80,3232238088,9228,6,0,1,6,6,6,0,0,0,0,1,1,0
1209359133,80,3232238088,9249,6,0,1,6,6,6,0,0,0,0,1,1,0
399515216,443,3232238089,8523,6,0,3,6,31,11,0,0,0,0,1,0,0
875342135,80,3232238088,9244,6,0,1,6,6,6,0,0,0,0,1,1,0
2899905090,80,3232238088,9253,6,0,2,6,6,6,0,0,0,0,1,0,0
3107033521,80,3232238088,9236,6,0,1,6,6,6,0,0,0,0,1,1,0
1590164325,80,3232238088,9234,6,0,1,6,6,6,0,0,0,0,1,1,0
3232238130,42528,3232238083,389,6,0,11,0,163,31.125,0,0,0,1,0,0,0
2886729729,56862,3232238130,84,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,36072,3232238130,2869,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,53404,3232238130,9071,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,37488,3232238130,1064,6,0,1,0,6,2,0,0,0,1,0,0,1
3232238088,9251,3107033496,80,6,0,1,6,6,6,0,0,0,0,1,0,0
3232238130,58220,3232238083,88,6,0,9,0,1590,397.125,0,0,0,1,0,0,0
3232238130,42530,3232238083,389,6,0,50,0,3069,286.975,0,0,0,1,0,0,0
2886729729,49820,3232238130,8888,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,52280,3232238130,1078,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,39676,3232238130,7004,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,46494,3232238130,3211,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,36902,3232238130,1068,6,0,1,0,6,2,0,0,0,1,0,0,1
3232238092,41256,1745884434,443,6,0,11,0,1460,348.8095238,0,0,0,1,0,0,0
3232238092,54856,3236275041,443,6,0,18,0,3184,451.6176471,0,0,0,1,0,0,0
3236275041,443,3232238092,54858,6,0,3,0,31,7.4,0,0,0,0,1,0,0
1745884434,443,3232238092,41256,6,0,2,6,38,22,0,1,0,0,1,0,0
3232238092,54858,3236275041,443,6,0,18,0,3523,543.6285714,0,0,0,1,0,0,0
3236275041,443,3232238092,54856,6,0,3,0,31,7.75,0,0,0,0,1,0,0
3232238105,53471,3232238130,139,6,0,49,0,440,70.95,0,0,0,1,0,0,0
3232238105,53471,3232238130,139,6,0,1,0,0,0,0,0,0,0,1,1,0
2886729729,44594,3232238130,8093,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,36764,3232238130,26214,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,33192,3232238130,16016,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,53254,3232238130,7435,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,40706,3232238130,106,6,0,1,0,6,2,0,0,0,1,0,0,1
3232238092,36240,3003077377,80,6,0,3,0,860,162.625,0,0,0,1,0,0,0
3232238092,36242,3003077377,80,6,0,4,0,860,144.5555556,0,0,0,1,0,0,0
3232238092,44524,1822538944,443,6,0,12,0,1722,246.8695652,0,0,0,1,0,0,0
2899905254,443,3232238092,40510,6,0,3,0,0,0,0,0,0,0,1,0,0
2886729729,56072,3232238130,2047,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,46620,3232238130,6000,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,45646,3232238130,139,6,0,3,0,0,0,0,0,0,1,0,0,1
2886729729,36218,3232238130,5666,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,50464,3232238130,4001,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,54896,3232238130,2046,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,45760,3232238130,1029,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,33054,3232238130,6502,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,52528,3232238130,1434,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,54452,3232238130,1090,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,46510,3232238130,5080,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,60414,3232238130,135,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,44344,3232238130,6566,6,0,1,0,6,2,0,0,0,1,0,0,1
3232238096,32878,1209359133,80,6,0,4,0,0,0,0,0,0,0,1,0,0
3232238096,32880,1209359133,80,6,0,4,0,0,0,0,0,0,0,1,0,0
885909408,443,3232238096,60426,6,0,1,0,0,0,0,0,0,0,1,1,0
3232238088,9220,3344972038,80,6,0,2,6,6,6,0,0,0,0,1,0,0
3232238088,9221,3344972038,80,6,0,2,6,6,6,0,0,0,0,1,0,0
2886729729,40698,3232238130,3737,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,33434,3232238130,8031,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,46844,3232238130,6025,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,33384,3232238130,2033,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,57270,3232238130,9200,6,0,1,0,6,2,0,0,0,1,0,0,1
2886729729,50930,3232238130,1089,6,0,1,0,6,2,0,0,0,1,0,0,1
